title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Candelabra,c. 1730,1725-01-01,1735-01-01,cut glass,70.32.2280,cmoa:things/1350b7a9-c90e-41a2-ace9-e9720bad49fc,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,0.0,24.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3450,,lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=99869&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Candelabra,c. 1730,1725-01-01,1735-01-01,cut glass,70.32.2281,cmoa:things/771a62b5-321e-4c51-8dd9-18c0f58bb0ab,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,0.0,24.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3451,,lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=102910&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=99870&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Candlestick,c. 1675,1670-01-01,1680-01-01,sheet metal,2000.71.28.1,cmoa:things/b56f219a-3322-4656-901b-ab80acfcd701,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,7.5,10.0,7.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3658,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=102830&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=5305&size=Medium,cmoa:parties/c2753829-3d15-4e65-9011-7a791884fb18,Person,unknown Dutch,unknown Dutch,,Dutch,,,,
Candlestick,c. 1450,1444-12-23,1454-12-23,bronze,2000.71.108,cmoa:things/9ff04752-020a-4a82-ad78-b7fc436e57ab,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,7.5,17.0,7.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3659,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a,Person,unknown Flemish,unknown Flemish,,Flemish,,,,
Candelabra,c. 1600,1585-01-01,1615-01-01,bronze,2000.71.107.1,cmoa:things/28ea9998-eec5-4ce5-96b4-aa5b07f514d7,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.125,8.125,3.625,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3660,"C. Talbott Hiteshew, Pittsburgh, PA",Metals,,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a,Person,unknown Flemish,unknown Flemish,,Flemish,,,,
Pricket candlestick,c. 1450,1444-12-23,1454-12-23,brass,2004.62.2.1,cmoa:things/fbf56f86-fd32-4623-a070-e8fb9befc5a5,"Gift of C. Talbott Hiteshew, Jr.",2005-02-03,Decorative Arts and Design,Not on View,5.0,12.5,5.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3661,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
Candlestick,c. 1550,1544-12-22,1554-12-22,brass,2000.71.32,cmoa:things/da3272d4-fadd-48ab-9e40-1e3a071edf82,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.75,9.25,5.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3662,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a,Person,unknown Flemish,unknown Flemish,,Flemish,,,,
Capstan Candlestick,c. 1550,1544-12-22,1554-12-22,brass,2000.71.63,cmoa:things/a6c23eb6-8da5-4b72-9992-2357c24c2cc3,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.0,4.375,4.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3663,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/ebc6819d-eebf-42cb-969c-60b7bd57c15a,Person,unknown Spanish,unknown Spanish,,Spanish,,,,
Bell based candlestick,c. 1600,1595-01-01,1605-01-01,bell metal,2000.71.52,cmoa:things/3c391390-103b-4ef2-83c0-5d498c1ad1ed,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.75,9.875,5.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3664,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/897cf312-8fcf-402a-9cbb-0545fb4882c6,Person,unknown Scandinavian,unknown Scandinavian,,Scandinavian,,,,
Mid-drip candlestick,16th century,1499-12-23,1599-01-01,brass,2000.71.29,cmoa:things/bb8e1de9-9780-4c0b-ab99-215aeca8a488,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.25,6.0,4.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3665,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=52419&size=Medium,cmoa:parties/c2753829-3d15-4e65-9011-7a791884fb18,Person,unknown Dutch,unknown Dutch,,Dutch,,,,
Candlestick,c. 1580,1574-12-22,1585-01-01,bronze,2000.71.114,cmoa:things/1857d98a-8361-4945-80a7-19d2dc8c56fe,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.0,7.5,5.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3666,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5354&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Mid-drip Candlestick,c. 1700,1690-01-01,1710-01-01,sheet brass,2004.62.8,cmoa:things/c6a4bed6-7b2f-4419-8ef0-2facd02aa05d,"Gift of C. Talbott Hiteshew, Jr.",2005-02-03,Decorative Arts and Design,Not on View,4.5,5.0,4.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3667,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5355&size=Medium,cmoa:parties/c2753829-3d15-4e65-9011-7a791884fb18|cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person|Person,unknown Dutch|unknown German,unknown Dutch|unknown German,possibly by|possibly by,Dutch|German,|,|,|,|
Chamberstick,c. 1600,1595-01-01,1605-01-01,brass,2000.71.101,cmoa:things/f57157f1-8720-4c06-b145-0273d299f302,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,9.375,1.875,4.75,4.75,http://collection.cmoa.org/CollectionDetail.aspx?item=3668,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/c2753829-3d15-4e65-9011-7a791884fb18,Person,unknown Dutch,unknown Dutch,,Dutch,,,,
Trumpet-base candlestick,c. 1660,1655-01-01,1665-01-01,brass,2000.71.65.1,cmoa:things/529d0f89-3149-4f06-a545-27fad4272b4b,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,3.125,5.375,3.125,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3669,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5304&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Heemskert candlestick,c. 1680,1675-01-01,1685-01-01,brass,2000.71.59,cmoa:things/c354d5c7-e582-4ca2-a749-fd1d2677c524,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,3.75,6.625,3.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3670,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5306&size=Medium,cmoa:parties/c2753829-3d15-4e65-9011-7a791884fb18,Person,unknown Dutch,unknown Dutch,,Dutch,,,,
Candlestick,c. 1680,1675-01-01,1685-01-01,brass,2000.71.92,cmoa:things/82ec8697-9144-4598-8edd-51160b03cb9b,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.25,7.75,5.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3671,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5307&size=Medium,cmoa:parties/ebc6819d-eebf-42cb-969c-60b7bd57c15a,Person,unknown Spanish,unknown Spanish,,Spanish,,,,
Candlestick,,1600-01-01,1700-01-01,brass,2004.62.11.1.A-B,cmoa:things/a5758ac1-8db6-4d36-ae34-bc73d0d715f0,"Gift of C. Talbott Hiteshew, Jr.",2005-02-03,Decorative Arts and Design,Not on View,6.875,9.75,6.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3672,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/75856713-d9c6-4a7f-b229-223a1706ac9f,Person,unknown Swedish,unknown Swedish,,Swedish,,,,
Candlestick,c. 1670,1665-01-01,1675-01-01,brass,2000.71.67,cmoa:things/b3e5755c-f4d2-45e0-aa92-80440f04fec5,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.0,4.0,3.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3673,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5309&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Candlestick,c. 1710,1705-01-01,1715-01-01,brass,2000.71.37.1,cmoa:things/15cad2fc-faec-486a-b144-a94cc22806ff,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.0,6.75,4.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3674,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=99871&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1725,1720-01-01,1730-01-01,brass,2000.71.33,cmoa:things/5a1ce493-439c-4615-8b32-90e53936dc81,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.5,8.0,4.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3675,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5311&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Candlestick,c. 1725,1720-01-01,1730-01-01,brass with trace of silvering,2000.71.38.1,cmoa:things/0ce70d99-9cbd-47e8-a17d-57df0f41b957,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.5,7.5,4.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3676,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5312&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Candlestick,c. 1725,1720-01-01,1730-01-01,brass with trace of silvering,2000.71.77.1.A-B,cmoa:things/f3b2dfa5-9717-437d-a4de-6bc2f2809e04,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,3.5,5.875,3.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3677,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5313&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Candlestick,c. 1735,1730-01-01,1740-01-01,paktong,2000.71.8.A-B,cmoa:things/e38c607a-4b08-4fa2-81ae-c85623a980c0,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,3.875,6.75,3.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3678,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5314&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Candlestick,c. 1740,1735-01-01,1745-01-01,brass,2000.71.69.A-B,cmoa:things/421f7183-7fca-418d-ab1f-792b1f4dabe8,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,10.25,10.75,4.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3679,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5315&size=Medium,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
Candlestick,c. 1750,1745-01-01,1755-01-01,paktong,2000.71.15.1.A-B,cmoa:things/97d23cea-85f1-4bd1-acf2-32466add122f,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.25,9.25,4.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3680,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5316&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Taperstick,c. 1750,1745-01-01,1755-01-01,brass with traces of silvering,2000.71.42,cmoa:things/1550902a-0a4d-408c-a11b-860bc16b355a,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,3.0,5.0,3.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3681,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=102920&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=5317&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1760,1755-01-01,1765-01-01,brass with traces of silvering,2000.71.118.1.A-B,cmoa:things/77252697-5b99-425d-9c9b-fa1f323e5431,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.375,10.5,5.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3682,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5318&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Candlestick,c. 1740,1735-01-01,1745-01-01,brass with traces of silvering,2000.71.36.1.A-B,cmoa:things/e20c9177-e983-40f6-b97e-8ad8123281ec,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.125,12.0,5.125,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3683,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Candlestick,c. 1750,1745-01-01,1755-01-01,paktong with traces of silvering,2000.71.11.1.A-B,cmoa:things/ac447c36-0098-409c-b51b-f02506b877db,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.5,9.625,4.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3684,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=99872&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Candlestick,c. 1750,1745-01-01,1755-01-01,paktong,2000.71.12.1.A-B,cmoa:things/0b520008-8868-493d-a2c0-dcfea8dab500,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.375,9.25,4.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3685,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=99873&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1750,1745-01-01,1755-01-01,brass,2000.71.22.1,cmoa:things/a7376197-a32f-4ebe-af8f-0edc0a8ec837,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.75,9.75,4.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3686,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5322&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1775,1770-01-01,1780-01-01,brass,2000.71.40.1.A-B,cmoa:things/63f6c814-b063-4127-bd89-313de7cd9bae,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.375,9.875,5.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3687,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5323&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=102919&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1775,1770-01-01,1780-01-01,brass,2000.71.40.2.A-B,cmoa:things/466d1fc8-ee61-4dad-b550-bb135ea4e2d0,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,5.375,9.875,5.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3688,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=102839&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=5390&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Taperstick,c. 1765,1755-01-01,1775-01-01,paktong,2000.71.9.1.A-B,cmoa:things/6927be1e-579a-4da1-821c-72f28643e8d7,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,3.25,5.375,3.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3689,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=102838&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=5325&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1765,1760-01-01,1770-01-01,paktong,2000.71.13.1.A-B,cmoa:things/bb6ac9b1-14c6-40f4-943b-32cb13404e86,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.875,9.0,4.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3690,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=102844&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=5326&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1765,1760-01-01,1770-01-01,brass,2000.71.43.1,cmoa:things/ba04c22e-3203-4536-87d5-7d26e1c8ae49,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.5,9.0,4.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3691,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5327&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1783,1773-01-01,1793-01-01,brass,2000.71.50.1.A-B,cmoa:things/6634ca5e-e9bb-4d03-9d3e-8c7a62c0e145,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.5,9.5,4.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3692,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5328&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Candlestick,c. 1770,1765-01-01,1775-01-01,brass with silvering,2000.71.20.1.A-B,cmoa:things/02c11c83-5750-4a6a-b4e2-c78582afb0a8,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.375,10.25,4.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3693,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5329&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Candlestick,c. 1810,1805-01-01,1815-01-01,paktong,2000.71.17.1.A-B,cmoa:things/1d8db4ff-81cc-446b-9416-224a63396b9d,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.625,12.5,4.625,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3694,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=52424&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=52425&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=52426&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Candlestick,c. 1810,1805-01-01,1815-01-01,paktong,2000.71.16.1.A-B,cmoa:things/695a8409-4c75-45d7-b7d6-ec6a5f8fc74f,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.875,12.0,4.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3695,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5332&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Candlestick,c. 1775,1770-01-01,1780-01-01,brass,2000.71.55.1,cmoa:things/094bd182-0f5b-41a1-b8bc-9e8bf8ad75dd,"Gift of C. Talbott Hiteshew, Jr.",2001-02-01,Decorative Arts and Design,Not on View,4.25,10.75,4.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=3696,"C. Talbott Hiteshew, Pittsburgh, PA",lighting devices,http://collection.cmoa.org/CollectionImage.aspx?irn=5333&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
